"","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default"
"9047",110000,"2","2","2",24,0,0,0,0,0,0,49782,50858,51780,53647,53308,54366,1878,1800,2647,1892,1901,1728,"0"
"9048",20000,"1","1","2",38,0,0,0,0,0,0,15255,16507,16842,15151,16741,20540,5006,4015,2006,7137,18000,202,"1"
"9049",270000,"2","1","2",33,0,0,0,0,0,0,68589,58751,53401,51401,36177,29209,6000,2028,5010,5000,5000,3000,"0"
"9050",180000,"2","1","2",27,2,2,0,0,2,2,153198,48957.3671365772,152785,168657,165872,173667,1813,5667,18483,0,11000,1842,"1"
"9051",350000,"2","1","2",31,-1,2,-1,-1,-1,-1,403,403,1351,4656,0,1190,0,1351,4677,0,1190,150,"0"
"9052",180000,"2","3","1",39,2,2,2,2,2,0,10159,12689,12183,13979,13621,14809,2710,0,2000,0,2000,2000,"1"
"9053",140000,"2","2","2",26,0,0,0,0,0,0,182424,115115,120176,101065,64570,51521,10207,9120,3000,2117,2000,2000,"0"
"9054",290000,"2","2","1",49,-1,0,0,0,0,0,37246,36927,39769,35058,36965,38863,3000,3500,2500,2500,2500,2000,"0"
"9055",320000,"2","2","1",35,0,0,0,0,0,0,177391,182132,101849,92474,95279,77536,8200,4364,18000,4000,2576,5000,"0"
"9056",120000,"2","2","2",28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"9057",260000,"1","1","2",34,0,0,0,0,0,-2,251267,254332,257628,161545,0,0,12021,11710,7503,0,0,0,"0"
"9058",180000,"2","1","1",40,1,-1,-1,-2,-2,-2,0,319,0,0,0,0,319,0,0,0,0,207,"1"
"9059",3e+05,"2","3","2",53,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"9060",130000,"1","2","2",25,0,0,0,0,0,0,4841,6750,7559,5198,5198,5198,2000,1000,2200,0,0,0,"0"
"9061",60000,"1","2","1",38,0,0,2,0,0,0,72930,71123,67405,63559,60048,56458,5000,3000,3000,3000,2000,3000,"0"
"9062",360000,"2","1","1",37,-1,-1,-1,-1,0,-2,5625,367,1726,396,-66,-66,368,1734,398,2e+05,0,150000,"0"
"9063",270000,"2","1","1",41,-1,-1,-1,-1,-1,-1,1278,-4,3564,1280,1898,0,0,3568,1280,1898,0,2605,"0"
"9064",30000,"1","1","2",33,-1,3,2,-1,0,0,31724,30923,29928,29498,27025,0,0,0,31200,541,0,5235.93435669562,"1"
"9065",70000,"1","1","3",57,0,0,0,0,0,0,69398,70352,69936,68118,65942,62495,2667,2321,2391,2316,2466,1451,"0"
"9066",180000,"1","2","2",30,0,0,0,2,0,0,40735,36337,36882,34000,34798,35488,1581,4626,0,1500,1419,1400,"1"
"9067",130000,"2","1","2",24,0,0,0,2,2,-1,3621,4530,6627,3300,0,18300,1130,2227,200,0,18300,0,"0"
"9068",30000,"2","2","2",43,5,4,3,2,0,0,31273,30499,29740,28736,28336,28336,0,0,0,4796.35716810584,0,18,"1"
"9069",680000,"2","1","1",42,0,0,0,0,0,0,189514,188883,190076,181957,182226,177731,8000,9000,7000,7000,7000,7000,"0"
"9070",20000,"1","1","2",24,-1,-1,-1,0,0,-2,4720,0,20200,20000,0,0,0,20200,0,0,0,0,"0"
"9071",1e+05,"2","2","1",37,0,0,0,0,0,0,100253,101587,100095,98569,99534,100013,4500,4500,5000,4000,3500,3627,"0"
"9072",290000,"2","1","2",27,1,2,0,0,0,2,236258,232523,243753,253145,267412,273095,1500,16500,15000,20000,10000,9701,"0"
"9073",70000,"2","2","1",32,0,0,2,2,2,2,15623,18370,19281,18674,21361,21872,3009,1500,0,3000,1000,0,"1"
"9074",150000,"1","3","2",32,1,-1,0,0,0,0,3706,40093,65063,69046,60619,61096,40093,30000,10000,10030,5000,5000,"0"
"9075",50000,"1","1","3",25,1,-1,2,-1,0,-1,6300,3395,3180,1831,1868,3300,9195,0,1831,37,3300,289,"1"
"9076",3e+05,"1","1","1",45,-1,-1,-1,-1,-1,-2,1095,2930,2228,452,0,0,2941,2228,452,0,0,0,"0"
"9077",20000,"2","1","2",30,1,2,2,-1,0,-1,11730,7221,0,3041,3041,1326,1712,0,3041,0,1326,0,"0"
"9078",150000,"1","3","2",30,0,0,0,0,0,0,80220,47272,141568,97990,96017,79743,3095,135332,2848,2330,2204,2100,"0"
"9079",50000,"2","2","2",31,0,0,0,0,0,2,21704,22741,23867,25464,27348,26774,1400,1500,2000,2620,0,1164,"0"
"9080",30000,"2","2","2",47,2,2,2,2,2,2,15089,16039,17080,17302,17521,17893,1500,1600,800,800,800,800,"1"
"9081",120000,"2","1","2",30,-1,-1,-1,-1,-1,-1,711,878,1131,441,441,441,878,1131,441,441,441,455,"1"
"9082",290000,"1","2","1",36,0,0,0,0,0,0,72774,67311,66183,61332,62445,59213,3500,3000,3000,3000,3000,3000,"0"
"9083",230000,"1","1","1",44,-1,-1,-1,-1,0,-1,815,815,815,1630,815,815,815,815,1630,0,815,629,"0"
"9084",80000,"1","3","1",45,0,0,2,0,0,0,8133,10978,10511,11529,12332,13128,3000,0,1200,1000,1000,1000,"1"
"9085",1e+05,"2","2","1",36,-1,0,-1,-1,-1,-1,5788,5802,14562,6930,5958,1448,1600,14562,6969,5958,1448,101434,"0"
"9086",210000,"2","2","1",52,0,0,-1,0,-1,-1,5723,3386,8964,2241,2241,2241,1237,4482,0,2241,2241,2241,"0"
"9087",50000,"2","3","1",41,0,0,0,0,-1,0,46857,48080,49705,51400,16087,16827,2000,2400,3000,4796.35716810584,1000,800,"0"
"9088",5e+05,"1","1","2",37,-1,-1,-1,-1,-1,-1,3214,0,3030,1167,2255,0,0,3030,1167,2255,0,0,"0"
"9089",50000,"1","1","2",23,0,0,0,0,0,0,48954,35213,33404,18727,13793,19354,2000,4005,1000,1000,6000,1000,"0"
"9090",180000,"2","2","1",28,0,0,0,0,0,0,54972,48957.3671365772,42071,39649,39221,40731,2000,2002,2000,2000,2000,2000,"0"
"9091",60000,"2","3","2",48,2,0,0,0,0,0,43533,39252,38051,37988,38725,39685,1700,1700,2000,1500,1600,1000,"0"
"9092",30000,"2","2","2",34,1,2,2,2,2,2,26330,25608,28781,28000,29779,27343,0,3600,0,2524,0,1139,"0"
"9093",160000,"1","2","1",33,0,0,2,2,0,0,82535,84300,86091,83839,85552,88028,4000,4000,0,4000,4000,4000,"1"
"9094",160000,"2","1","2",28,0,0,0,0,0,0,146433,107604,89902,90983,82255,83988,4500,4400,3000,2400,2500,2500,"0"
"9095",170000,"2","1","2",29,-1,-1,-1,0,0,0,5539,337,11277,11277,14277,-47,1147,11477,0,3000,0,0,"1"
"9096",310000,"2","2","1",34,0,0,0,0,0,0,87842,42594,26198,26766,27341,28891,3021,1600,1000,4796.35716810584,2000,3000,"0"
"9097",50000,"2","2","1",34,1,2,0,0,0,0,49378,48052,48573,28902,28205,30388,0,2033,1119,985,2000,4000,"0"
"9098",210000,"1","2","1",43,0,0,0,0,0,0,48540,38410,40291,31869,32186,25554,4000,5013,4000,5000,5000,5000,"0"
"9099",2e+05,"2","2","2",26,0,0,0,0,0,0,26179,26643,23524,23788,26089,25908,4022,3000,3000,4092,1000,3000,"0"
"9100",180000,"1","1","2",41,0,0,-1,-1,0,0,16366,18339,2766,97996,55156,36213,18339,2766,97996,1861,1196,3000,"0"
"9101",150000,"1","2","2",26,2,2,0,0,0,0,37594,30432,20346,19447,8420,8631,0,1150,664,500,500,1000,"0"
"9102",50000,"2","2","2",27,0,0,0,0,0,0,162865,167086,169217,18056,18179,18563,5000,3703,1000,660,686,638,"0"
"9103",110000,"2","2","1",24,1,1,-1,0,0,0,9787,-1256,65064,66102,54275,51791,5,68500,3114,4016,2000,2000,"0"
"9104",230000,"2","3","1",43,-2,-2,-2,-2,-2,-2,1099,2508,976,416,416,416,2508,976,416,416,416,416,"0"
"9105",160000,"1","3","1",46,-1,-1,-1,-1,-1,-1,1672,766,762,762,762,762,766,762,762,762,762,762,"0"
"9106",150000,"1","1","2",66,0,0,0,2,2,2,131027,135519,147692,149166,151934,137885,6600,16200,5200,5110,0,5300,"0"
"9107",90000,"2","2","1",37,1,2,2,2,0,0,18255,17664,20667,20042,20408,22073,0,3300,0,1000,2000,0,"0"
"9108",4e+05,"1","2","2",29,1,2,0,0,0,0,21092,19756,19058,15146,15064,12774,0,1510,1010,1000,2000,2000,"0"
"9109",140000,"2","2","2",24,0,0,0,0,0,0,35806,36823,36285,36683,37150,41210,3000,1580,1294,1355,5000,5000,"0"
"9110",2e+05,"2","1","1",32,1,2,2,-2,-2,-2,25830,780,0,0,0,0,0,0,0,0,0,0,"0"
"9111",210000,"2","2","2",30,0,0,0,0,2,0,77637,80205,82549,89170,56683,10496,4400,4600,9086,0,1000,99100,"0"
"9112",340000,"1","1","1",42,-2,-2,-2,-2,-2,-2,6888,2913,340,2823,40210.403400777,14006,2913,340,2823,13062,14016,4513,"0"
"9113",340000,"2","2","1",31,-1,-1,-1,-1,-1,-1,18495,1609,17707,31778,46063,43101,1611,17709,31780,47056,43117,46771,"0"
"9114",70000,"2","2","1",48,0,0,0,0,0,0,20744,22093,23432,24217,19108,19649,2000,2000,1500,1000,1000,1000,"0"
"9115",220000,"2","1","2",35,0,0,0,0,0,0,11636,11004,8392,10887,16542,10164,3004,3392,4000,6542,5000,3909,"0"
"9116",2e+05,"1","1","1",37,-1,-1,0,0,0,0,2896,10706,10323,8440,4963,10222,10720,3014,1027,2022,10017,2030,"1"
"9117",390000,"1","1","1",35,0,0,0,0,0,0,24297,28804,43996,47532,49414,51380,5000,20000,5006,5006,5008,3004,"0"
"9118",180000,"1","3","1",27,0,0,0,0,0,0,12303,11757,11695,5891,753,21753,2000,1700,300,0,21000,1000,"1"
"9119",60000,"2","2","3",39,0,0,0,-1,0,0,52149,32476,8128,9972,13037,-161,1173,1000,5208.03380836871,10000,0,20588,"0"
"9120",2e+05,"2","2","2",38,0,0,0,2,-1,0,18703,9733,7078,1195,43115,43869,1533,2395,0,45000,1600,2000,"0"
"9121",80000,"2","2","1",34,0,0,0,2,0,0,63343,65325,69261,67551,71282,72942,3000,5631,0,5000,3000,4500,"0"
"9122",230000,"2","3","1",47,-1,-1,-1,-1,-1,-1,6200,5482,15900,1678,0,764,5482,15900,1678,0,764,0,"0"
"9123",30000,"1","2","2",28,-1,-1,-1,-1,-1,-1,29617,4096,2058,540,13056,1690,4096,2064,540,13056,1690,16964,"0"
"9124",80000,"2","2","1",30,0,0,0,0,0,2,21507,13207,13997,10914,10685,5515,1700,1400,200,1000,0,500,"0"
"9125",2e+05,"2","1","2",25,0,0,0,0,0,-1,1698,2751,3665,4665,6665,150,1086,1000,1000,2000,150,776,"0"
"9126",20000,"2","1","2",31,-1,-1,-1,-1,-1,0,416,416,0,416,416,416,416,416,832,416,416,416,"0"
"9127",60000,"1","2","2",26,0,0,0,0,0,0,58072,59040,57416,55736,26958,28847,2282,2324,2049,2000,3000,1120,"1"
"9128",2e+05,"2","1","2",30,-1,-1,-1,-1,-1,-1,4520,10382,4447,126476,700,0,10382,4447,126476,700,0,860,"0"
"9129",20000,"1","2","2",26,0,0,0,0,0,0,4491,5906,7298,8515,9869,11196,1500,1500,1500,1500,1500,1500,"0"
"9130",480000,"1","2","1",40,0,0,0,0,0,0,69011,69842,71857,66673,65200,65511,3000,3000,2096,2115,2089,2207,"0"
"9131",360000,"2","3","2",29,-2,-2,-2,-2,-2,-2,3307,0,0,0,0,1131,0,0,0,0,1131,3409,"0"
"9132",5e+05,"1","1","2",28,0,0,0,0,0,0,92442,96905,111219,251573,300336,269964,7036,20042,150122,75182,11486,11162,"0"
"9133",210000,"1","2","2",48,-1,-1,-1,-1,-1,0,2776,2776,2776,526,4880,1315,2776,2776,526,4880,0,1315,"0"
"9134",20000,"1","2","2",21,0,0,-1,0,0,-2,20297,17054,2333,1300,0,0,1240,2333,0,0,0,0,"0"
"9135",2e+05,"1","3","2",28,0,0,0,0,0,0,54663,46147,44095,25454,17651,18994,11000,3000,3000,2000,3000,10000,"0"
"9136",110000,"1","1","2",25,0,0,0,0,0,0,89687,89434,91389,92003,95614,93399,4100,4304,4004,6007,4003,5017,"0"
"9137",120000,"2","2","1",33,0,0,0,0,0,0,42687,46640,50865,54401,57873,61917,5000,5000,5000,5000,5000,3000,"0"
"9138",460000,"1","1","2",33,0,0,0,0,0,0,161054,164509,168730,172072,154177,157246,6050,7000,6000,5593,5630,6089,"0"
"9139",230000,"2","2","2",43,2,2,2,2,2,3,206245,215936,221001,220886,239299,237297,13126,10000,5000,23700,2000,3,"1"
"9140",220000,"2","1","1",44,0,0,0,0,0,0,215191,215969,216849,214030,213678,190469,5495.85623358254,10000,7000,6568,6000,5000,"0"
"9141",40000,"1","2","1",35,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,4828.11669441501,0,"0"
"9142",10000,"2","2","2",23,0,0,0,0,0,0,5403,6462,7479,8489,9007,9227,1300,1272,1282,800,500,0,"0"
"9143",2e+05,"2","2","1",30,1,-2,-1,0,0,0,26223,-137,73284,65428,65820,2859,0,73421,1309,392,2859,1250,"0"
"9144",110000,"2","3","2",41,0,0,0,0,0,0,90599,60949,62235,63499,64877,66230,2213,2300,2300,2400,2431,8700,"1"
"9145",340000,"2","2","3",35,-2,-2,-2,-2,-2,-1,132,132,132,132,132,112847,132,132,132,132,112847,5005,"0"
"9146",20000,"2","1","2",22,-2,-2,-2,-2,-2,-1,-9,-9,904,304,0,302,0,913,304,0,302,7676,"0"
"9147",260000,"1","3","2",31,0,0,0,0,0,0,257920,256117,232981,202190,202800,202490,10036,8185,6715,7033,6728,6882,"0"
"9148",350000,"2","1","2",36,-2,-2,-2,-2,-2,-2,3272,6968,0,0,0,0,7008,0,0,0,0,0,"0"
"9149",90000,"2","2","1",36,0,0,2,0,0,0,86155,92406,90049,86984,67076,66533,8600,0,4100,5000,5000,5000,"0"
"9150",70000,"2","3","1",49,1,2,2,2,2,0,9915,9607,11913,12518,12022,12179,0,2468,1100,0,500,600,"0"
"9151",30000,"1","2","2",27,-1,-1,-1,-1,-1,-1,3902,1950,890,0,750,0,1950,2390,0,750,0,1280,"0"
"9152",110000,"1","1","2",32,0,0,0,2,2,2,112380,113369,113214,108350,109072,106848,6200,9900,0,8007,0,5000,"1"
"9153",250000,"2","2","1",39,-1,-1,-1,-1,-1,-1,9690,0,1222,43048.5446433073,0,2752,0,1222,7409,0,2752,1549,"0"
"9154",90000,"2","3","1",46,-2,-2,-2,-2,-2,-2,316,10758,10613,316,316,316,10758,10613,316,316,316,316,"0"
"9155",110000,"2","2","1",35,0,0,0,0,0,0,81665,46070,34419,36829,38080,40434,2460,2000,3000,2000,3000,5000,"0"
"9156",2e+05,"2","1","1",39,1,-2,-2,-1,-1,-1,0,0,0,522,0,1073,0,0,522,0,1073,0,"0"
"9157",360000,"2","1","2",33,0,0,0,0,0,0,31482,31805,18203,13122,11547,10949,5119,5007,5002,5005,5024,4543,"0"
"9158",80000,"1","3","2",27,0,0,0,0,0,0,58323,60741,62813,65151,66568,70168,4000,3662,4000,2500,4509,2309,"0"
"9159",110000,"2","2","1",25,1,2,2,2,2,0,102884,100388,104529,43048.5446433073,76549,77433,0,6000,4000,0,4000,2730,"0"
"9160",20000,"2","2","2",29,0,0,0,0,0,0,12742,8438,9792,10990,13990,10000,1500,1500,1500,3000,2000,0,"0"
"9161",80000,"2","1","1",27,-1,-1,-1,-1,-2,-2,494,329,4724,0,1054,0,329,4750,0,1054,0,4252,"0"
"9162",440000,"2","2","2",29,0,0,0,0,0,0,485921,234046,214092,201210,40210.403400777,169455,20000,7822,8000,6000,16000,4000,"0"
"9163",240000,"2","2","2",28,2,2,2,2,0,0,294180,276968,276585,43048.5446433073,232300,212749,0,22550,0,8450,7800,6975,"0"
"9164",90000,"1","2","2",35,0,0,0,0,0,0,22672,21212,20662,20715,21149,20078,1339,1315,867,896,728,577,"0"
"9165",370000,"2","1","2",30,0,0,0,0,0,0,333930,280727,285705,295747,250158,255956,13000,11000,15000,10000,10000,12000,"0"
"9166",30000,"1","2","2",38,-1,-1,-2,-1,-1,-1,315,923,2939,1993,1907,3319,923,2977,1999,3057,3319,1000,"0"
"9167",70000,"2","1","1",29,0,0,0,0,0,0,68532,69475,69582,69589,68728,69304,3300,3100,2800,2600,2940,3000,"0"
"9168",90000,"2","1","2",29,0,0,0,0,0,0,84515,85777,86778,79424,78955,45916,4200,4000,3100,2000,3000,3000,"0"
"9169",260000,"1","1","1",53,0,0,0,0,0,0,73223,66672,64075,63922,60089,53326,2001,2048,2129,1660,1568,1997,"0"
"9170",50000,"2","2","2",36,0,0,0,0,0,0,37329,32540,26601,27358,28017,28593,1500,1500,1200,1100,1042,1009,"1"
"9171",420000,"1","3","1",53,-1,-1,-2,-2,-2,-2,3717,-2953,-2953,-2953,-2953,-2953,5,0,0,0,0,5235.93435669562,"0"
"9172",130000,"2","1","2",27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,623,"0"
"9173",4e+05,"2","1","1",31,-1,-1,-1,-1,-1,-1,5581,2833,1162,325,325,325,2833,1162,325,325,325,325,"0"
"9174",30000,"2","3","1",41,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"9175",280000,"2","2","2",27,1,2,0,0,0,0,297192,284462,283374,238039,234017,145132,0,11143,7300,6024,6000,3500,"0"
"9176",120000,"1","3","1",36,-1,0,0,0,0,0,31218,32319,32687,32972,33559,34604,2000,1600,1200,1500,2000,1500,"0"
"9177",30000,"2","1","2",22,-1,-1,-1,0,0,-2,3963,6222,2936,588,0,0,6222,2936,0,0,0,0,"0"
"9178",80000,"2","2","2",35.4763469119579,2,0,0,2,0,0,18733,20081,17245,13507,14479,14083,2000,2500,0,2000,2000,3000,"0"
"9179",140000,"1","1","2",41,2,2,2,0,0,0,138379,143684,139902,142729,142406,142694,9000,0,6800,40000,5600,5900,"1"
"9180",20000,"2","3","1",45,0,0,0,2,0,0,17235,18253,20858,20202,18950,17709,1610,3215,0,780,640,1400,"0"
"9181",170000,"2","2","2",27,0,0,0,0,0,2,168858,171530,164509,128279,139968,127502,7000,6500,8000,15462,2163,4300,"0"
"9182",50000,"2","3","1",47,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"9183",130000,"2","2","2",27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"9184",290000,"2","1","1",30,0,0,0,0,0,0,53476,52089,49979,36439,33231,32131,2009,2569,1532,987,1002,1035,"0"
"9185",90000,"2","3","1",35,0,0,-1,0,0,0,13865,5128,6911,8774,9622,9824,2054,6911,2000,1000,357,1000,"0"
"9186",50000,"2","1","2",45,-1,-1,-2,-2,-1,2,4736,0,0,0,4881,4634,0,0,0,4881,0,0,"0"
"9187",80000,"1","3","1",56,0,0,0,0,0,0,49897,50892,52472,53674,7886,16432,1822,2401,2581,1238,1816,3746,"0"
"9188",310000,"1","1","1",37,-1,-1,-1,-1,-1,-1,46916,5545,17152,6540,6834,6890,5545,17248,6559,10000,6890,5593,"0"
"9189",60000,"1","2","2",28,0,0,0,0,0,2,42243,37131,38136,38903,41483,40257,7773,1628,1395,3210,0,2000,"0"
"9190",450000,"2","1","2",31,-1,-1,-1,-1,0,0,12818,17522,35727,82517,91873,41628,17577,35758,90018,41340,20000,15000,"0"
"9191",50000,"2","2","2",56,0,0,0,0,0,0,47060,48481,49505,17612,19461,18660,2180,2204,656,2159,678,851,"0"
"9192",70000,"2","1","2",25,0,0,0,0,0,0,8272,10128,11106,11443,10323,11150,2000,1163,500,376,1000,800,"0"
"9193",80000,"1","2","1",34,1,-2,-1,-1,-1,-2,0,0,862,41300,0,0,0,862,41300,0,0,10000,"0"
"9194",80000,"1","3","1",41,0,0,0,0,0,0,35646,38040,39562,40427,43417,46878,3000,2135,2000,3500,4000,3000,"0"
"9195",220000,"2","3","1",45,-1,-1,2,-1,0,0,1196,8087,3606,4656,8960,13264,8087,13,4656,5000,5000,0,"0"
"9196",20000,"2","2","1",38,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"1"
"9197",30000,"2","2","2",22,0,0,0,0,0,0,27358,28612,29183,28983,13100,0,2000,1500,0,500,0,0,"0"
"9198",150000,"2","2","2",26,0,0,0,0,0,0,11474,15023,17467,19789,20173,21696,5001,5809.67036737989,2616,1000,2000,1000,"0"
"9199",2e+05,"1","2","1",35.4763469119579,0,0,3,2,2,2,154090,172516,168401,164199,174420,178485,21000,0,0,13000,7000,1170,"1"
"9200",20000,"1","2","2",25,-1,0,2,2,-2,-2,11657,11045,2160,0,0,0,0,21,10800,0,0,0,"1"
"9201",240000,"2","2","2",38,-2,0,-2,-2,-2,-2,34752,30073,24315,3724,28347,11280,30073,24315,3724,28347,11280,31266,"0"
"9202",180000,"2","1","2",28,0,0,0,0,0,0,6396,12595,18704,24410,29184,7325,7000,7000,7000,7000,5000,326,"0"
"9203",50000,"1","1","2",28,0,0,0,0,0,0,44619,44645,44841,44950,44577,44816,2150,2300,2250,1700,2000,1700,"0"
"9204",210000,"1","1","2",30,1,-1,2,0,0,-1,0,855,855,855,855,599,855,0,0,0,599,0,"0"
"9205",20000,"1","1","1",52,0,-1,-1,-1,0,-1,19965,390,390,780,780,10400,390,390,780,0,10400,0,"0"
"9206",160000,"1","1","2",33,2,2,2,0,0,0,146129,158066,156898,154725,115841,111615,15000,4000,8000,4000,4000,4000,"1"
"9207",150000,"2","4","1",36,-2,-2,-2,-2,-2,-2,7160,5253,0,0,0,0,5279,0,0,0,0,0,"0"
"9208",50000,"2","2","2",22,0,-1,-1,0,0,0,1470,627,14596,19323,19728,20142,627,14596,5000,716,742,404,"0"
"9209",30000,"2","2","2",23,1,2,0,0,0,0,33181,32359,33849,34522,33501,32129,0,2000,1389,1068,3000,2508,"1"
"9210",110000,"1","2","2",26,0,0,0,0,0,0,36770,7611,9275,5751,10592,9701,2000,2000,2000,5000,3470,0,"0"
"9211",110000,"2","2","1",40,0,0,0,0,0,0,5457,6660,7590,8657,9013,9367,1300,1200,1200,500,500,1000,"0"
"9212",70000,"2","2","1",38,1,2,0,0,2,0,73688,70254,71281,73229,71426,68911,0,2800,6500,0,2821,5500,"1"
"9213",2e+05,"1","1","1",42,1,-1,-1,-1,-1,-1,0,581,581,581,581,581,581,581,581,581,581,581,"1"
"9214",160000,"2","2","2",38,0,0,0,0,0,0,133017,125321,122044,111799,92039,89536,7008,6300,5000,3000,2606,4006,"0"
"9215",370000,"1","2","1",33,1,-2,-2,-1,2,2,0,0,0,361,211,3659,0,0,422,0,3448,0,"0"
"9216",80000,"1","1","2",26,0,0,0,0,0,0,79650,80821,65609,49640,49685,46684,3515,2627,1697,2000,1700,3000,"1"
"9217",150000,"2","3","1",41,1,-1,0,0,-2,-2,-1203,49909,46824,-2176,143824,151500,51772,2300,2176,146000,9500,0,"0"
"9218",70000,"2","1","2",24,0,0,0,0,0,0,69572,71233,66844,50410,44958,46655,2828,2337,1702,1800,2600,2000,"0"
"9219",150000,"1","1","2",26,0,0,2,2,2,2,131490,145714,147332,149199,151978,148131,16441,5500,5800,5400,5000,0,"0"
"9220",80000,"2","3","1",32,2,0,0,0,2,0,26856,24758,23044,22919,21890,22003,1700,1400,2400,0,1000,1500,"0"
"9221",2e+05,"2","1","1",27,-1,-1,-1,-1,-1,-1,5780,105,105,0,7384,8588,105,105,0,7384,8588,1304,"0"
"9222",60000,"2","3","1",43,0,0,0,0,0,0,60283,61227,60385,30368,29667,30159,3000,1700,1135,1100,1500,1200,"1"
"9223",280000,"2","2","2",30,0,0,-1,0,0,0,21489,-86,4414,64183,61001,60601,5,4500,60000,1244,2000,4000,"0"
"9224",50000,"1","2","2",22,0,0,0,0,0,0,49551,42517,35458,19778,19929,19790,1707,1321,687,705,811,874,"0"
"9225",340000,"2","1","1",46,0,0,0,0,0,0,94915,92955,89689,81996,83439,71239,3224,4000,3504,4349,3000,3098,"0"
"9226",3e+05,"2","2","2",36,-1,-1,-1,0,0,0,8310,2592,77000,78718,80908,90495,2592,77000,3000,3500,11100,0,"0"
"9227",80000,"2","2","2",23,-1,-1,-2,-2,-2,-2,309,-77,-77,-270,-463,-656,0,0,0,0,0,0,"1"
"9228",5e+05,"1","2","1",40,-1,-1,0,0,0,-1,1010,4682,8570,12072,9832,984,4682,5000,5000,5000,1000,600,"0"
"9229",140000,"2","2","2",29,0,0,0,0,0,0,25973,53098,54760,55568,27922,46108,30000,24000,11200,10000,34762,26447,"0"
"9230",470000,"1","1","2",33,0,0,0,0,0,0,72083,68136,69036,71466,67538,70400,5031,5500,5000,5000,4000,5000,"0"
"9231",10000,"1","3","2",23,0,0,0,0,0,0,7787,8412,9450,9414,5354,5275,1299,1337,1081,191,375,0,"0"
"9232",340000,"2","1","1",46,-1,-1,-1,-1,-1,-1,9435,40670,14007,11922,84739,11132,40670,24330,11943,84739,11132,46039,"0"
"9233",50000,"2","2","2",22,0,0,2,0,0,0,38340,41362,34656,35004,35514,2582,3700,0,1200,710,52,1000,"0"
"9234",50000,"1","3","2",41,2,2,2,2,0,2,29368,28612,31623,33393,32587,31914,0,3500,2589,0,0,1332,"0"
"9235",50000,"2","2","1",45,0,0,0,0,0,0,39944,41180,41870,8469,8411,8361,2124,2037,1130,295,302,296,"0"
"9236",260000,"2","1","2",35,0,0,0,0,0,0,20556,25256,50175,46516,42815,39004,9581,30000,1590,1472,1317,1314,"0"
"9237",220000,"2","3","2",29,0,0,0,0,0,0,14246,15601,17140,14131,15424,17345,2601,2140,2131,3424,2345,3385,"0"
"9238",70000,"2","1","2",24,0,0,0,0,0,0,63903,65248,62958,64209,59482,60883,3000,2190,2201,2181,2413,1952,"0"
"9239",50000,"1","2","3",52,0,0,0,0,0,0,49854,51215,50144,10683,9953,9567,2500,1500,1300,800,1000,1500,"0"
"9240",120000,"2","3","2",53,-1,2,-1,-1,0,-1,1743,316,316,632,316,316,0,316,632,0,316,816,"0"
"9241",3e+05,"2","2","1",50,-1,2,-1,-1,-1,0,528,264,264,264,517,528,0,264,264,4796.35716810584,11,264,"0"
"9242",50000,"1","3","1",39,0,0,-2,-2,-2,-2,44574,0,0,0,0,0,0,0,0,0,0,0,"0"
"9243",150000,"2","3","1",45,1,-2,-2,-2,-2,-1,0,0,0,0,0,10640,0,0,0,0,10640,0,"0"
"9244",210000,"2","2","1",39,-1,-1,-1,-1,-2,-1,44100,0,28428,0,0,12000,0,28428,0,0,12000,33664,"0"
"9245",210000,"2","2","2",29,0,0,-1,-1,0,0,14073,13034,2569,36116,36287,5695,2059,2576,36120,1093,2968,1430,"0"
"9246",120000,"2","2","1",57,0,0,0,0,0,0,116497,109247,98109,74387,75237,78967,5000,5007,5000,5000,5000,5000,"0"
"9247",70000,"2","3","1",35.4763469119579,2,0,0,0,0,0,46092,40094,39610,31047,27431,16693,1700,1700,1243,1000,500,1000,"0"
"9248",50000,"1","3","2",58,-1,0,0,0,0,0,14628,15638,16383,17837,15791,15988,1558,1303,1757,711,600,1500,"0"
"9249",4e+05,"1","1","1",44,0,0,0,0,0,0,95719,96369,92336,91816,57477,66203,4652,3565,2731,4796.35716810584,16027,25000,"0"
"9250",290000,"1","1","2",27,0,0,0,0,0,0,246284,218441,176099,170282,166869,173273,10000,8000,6500,7000,10000,10000,"0"
